_id	volumeNumber	year
1875	3	2012
1876	3	2012
1877	1	2010
1878	3	2012
1879	4	2014
1880	1	2010
1881	2	2011
1882	1	2010
1883	2	2011
1884	1	2010
1885	3	2012
1886	2	2011
1887	2	2011
1888	2	2011
1889	1	2010
1890	2	2011
1891	3	2012
1892	2	2011
1893	1	2010
1894	3	2012
1895	3	2012
1896	2	2011
1897	2	2011
1898	3	2012
1899	3	2012
1900	1	2010
1901	2	2011
1902	1	2010
1903	1	2010
1904	1	2010
1905	2	2011
1906	4	2014
1907	46	2001
1908	62	2011
1909	69	2015
1910	48	2002
1911	57	2006
1912	56	2005
1913	63	2012
1914	58	2007
1915	61	2010
1916	56	2005
1917	64	2013
1918	52	2003
1919	65	2014
1920	54	2004
1921	56	2005
1922	64	2013
1923	61	2010
1924	65	2014
1925	57	2006
1926	59	2008
1927	65	2014
1928	69	2015
1929	58	2007
1930	51	2003
1931	62	2011
1932	69	2015
1933	64	2013
1934	61	2010
1935	51	2003
1936	67	2015
1937	64	2013
1938	63	2012
1939	56	2005
1940	60	2009
1941	55	2004
1942	62	2011
1943	68	2015
1944	65	2014
1945	61	2010
1946	61	2010
1947	65	2014
1948	55	2004
1949	57	2006
1950	49	2002
1951	47	2002
1952	61	2010
1953	57	2006
1954	64	2013
1955	59	2008
1956	70	2015
1957	59	2008
1958	62	2011
1959	59	2008
1960	53	2004
1961	64	2013
1962	59	2008
1963	59	2008
1964	58	2007
1965	71	2015
1966	52	2003
1967	54	2004
1968	58	2007
1969	56	2005
1970	63	2012
1971	57	2006
1972	58	2007
1973	59	2008
1974	47	2002
1975	56	2005
1976	70	2015
1977	49	2002
1978	62	2011
1979	60	2009
1980	62	2011
1981	50	2003
1982	64	2013
1983	56	2005
1984	48	2002
1985	61	2010
1986	58	2007
1987	64	2013
1988	59	2008
1989	66	2015
1990	65	2014
1991	49	2002
1992	46	2001
1993	62	2011
1994	59	2008
1995	62	2011
1996	58	2007
1997	47	2002
1998	65	2014
1999	49	2002
2000	50	2003
2001	65	2014
2002	56	2005
2003	55	2004
2004	63	2012
2005	64	2013
2006	63	2012
2007	53	2004
2008	69	2015
2009	60	2009
2010	61	2010
2011	67	2015
2012	64	2013
2013	57	2006
2014	49	2002
2015	50	2003
2016	65	2014
2017	59	2008
2018	64	2013
2019	56	2005
2020	63	2012
2021	46	2001
2022	62	2011
2023	65	2014
2024	69	2015
2025	46	2001
2026	53	2004
2027	54	2004
2028	48	2002
2029	63	2012
2030	61	2010
2031	45	2001
2032	65	2014
2033	68	2015
2034	59	2008
2035	62	2011
2036	59	2008
2037	64	2013
2038	66	2015
2039	64	2013
2040	50	2003
2041	56	2005
2042	56	2005
2043	61	2010
2044	63	2012
2045	49	2002
2046	57	2006
2047	57	2006
2048	58	2007
2049	64	2013
2050	47	2002
2051	56	2005
2052	70	2015
2053	57	2006
2054	65	2014
2055	63	2012
2056	61	2010
2057	54	2004
2058	64	2013
2059	62	2011
2060	62	2011
2061	61	2010
2062	70	2015
2063	57	2006
2064	65	2014
2065	65	2014
2066	59	2008
2067	62	2011
2068	62	2011
2069	56	2005
2070	55	2004
2071	63	2012
2072	65	2014
2073	47	2002
2074	56	2005
2075	65	2014
2076	64	2013
2077	59	2008
2078	65	2014
2079	62	2011
2080	56	2005
2081	62	2011
2082	70	2015
2083	65	2014
2084	57	2006
2085	58	2007
2086	48	2002
2087	52	2003
2088	61	2010
2089	64	2013
2090	65	2014
2091	51	2003
2092	68	2015
2093	62	2011
2094	61	2010
2095	57	2006
2096	56	2005
2097	59	2008
2098	59	2008
2099	53	2004
2100	68	2015
2101	51	2003
2102	59	2008
2103	63	2012
2104	62	2011
2105	63	2012
2106	61	2010
2107	65	2014
2108	61	2010
2109	56	2005
2110	62	2011
2111	61	2010
2112	62	2011
2113	65	2014
2114	50	2003
2115	49	2002
2116	71	2015
2117	57	2006
2118	70	2015
2119	57	2006
2120	70	2015
2121	46	2001
2122	64	2013
2123	51	2003
2124	59	2008
2125	57	2006
2126	52	2003
2127	59	2008
2128	65	2014
2129	51	2003
2130	63	2012
2131	53	2004
2132	45	2001
2133	62	2011
2134	57	2006
2135	65	2014
2136	56	2005
2137	46	2001
2138	58	2007
2139	62	2011
2140	46	2001
2141	45	2001
2142	63	2012
2143	64	2013
2144	54	2004
2145	64	2013
2146	72	2015
2147	61	2010
2148	64	2013
2149	58	2007
2150	60	2009
2151	61	2010
2152	63	2012
2153	58	2007
2154	60	2009
2155	57	2006
2156	51	2003
2157	63	2012
2158	64	2013
2159	56	2005
2160	60	2009
2161	64	2013
2162	58	2007
2163	62	2011
2164	58	2007
2165	64	2013
2166	56	2005
2167	50	2003
2168	50	2003
2169	57	2006
2170	45	2001
2171	61	2010
2172	62	2011
2173	47	2002
2174	61	2010
2175	62	2011
2176	65	2014
2177	52	2003
2178	62	2011
2179	59	2008
2180	64	2013
2181	56	2005
2182	64	2013
2183	60	2009
2184	64	2013
2185	64	2013
2186	71	2015
2187	65	2014
2188	45	2001
2189	46	2001
2190	54	2004
2191	60	2009
2192	72	2015
2193	65	2014
2194	63	2012
2195	56	2005
2196	50	2003
2197	70	2015
2198	59	2008
2199	52	2003
2200	52	2003
2201	65	2014
2202	56	2005
2203	59	2008
2204	64	2013
2205	46	2001
2206	57	2006
2207	66	2015
2208	62	2011
2209	63	2012
2210	63	2012
2211	65	2014
2212	62	2011
2213	64	2013
2214	48	2002
2215	49	2002
2216	61	2010
2217	63	2012
2218	50	2003
2219	58	2007
2220	65	2014
2221	60	2009
2222	60	2009
2223	61	2010
2224	64	2013
2225	65	2014
2226	48	2002
2227	56	2005
2228	61	2010
2229	63	2012
2230	61	2010
2231	65	2014
2232	62	2011
2233	55	2004
2234	60	2009
2235	54	2004
2236	45	2001
2237	66	2015
2238	64	2013
2239	65	2014
2240	59	2008
2241	61	2010
2242	60	2009
2243	47	2002
2244	57	2006
2245	60	2009
2246	59	2008
2247	62	2011
2248	57	2006
2249	63	2012
2250	57	2006
2251	58	2007
2252	61	2010
2253	57	2006
2254	65	2014
2255	46	2001
2256	56	2005
2257	61	2010
2258	56	2005
2259	59	2008
2260	63	2012
2261	51	2003
2262	59	2008
2263	65	2014
2264	65	2014
2265	63	2012
2266	65	2014
2267	59	2008
2268	66	2015
2269	65	2014
2270	64	2013
2271	52	2003
2272	53	2004
2273	63	2012
2274	58	2007
2275	46	2001
2276	71	2015
2277	61	2010
2278	62	2011
2279	63	2012
2280	62	2011
2281	52	2003
2282	52	2003
2283	60	2009
2284	62	2011
2285	54	2004
2286	63	2012
2287	52	2003
2288	56	2005
2289	71	2015
2290	61	2010
2291	65	2014
2292	50	2003
2293	59	2008
2294	51	2003
2295	65	2014
2296	56	2005
2297	59	2008
2298	51	2003
2299	56	2005
2300	62	2011
2301	61	2010
2302	56	2005
2303	62	2011
2304	59	2008
2305	46	2001
2306	58	2007
2307	59	2008
2308	65	2014
2309	60	2009
2310	68	2015
2311	56	2005
2312	65	2014
2313	45	2001
2314	64	2013
2315	64	2013
2316	55	2004
2317	60	2009
2318	56	2005
2319	50	2003
2320	63	2012
2321	69	2015
2322	57	2006
2323	59	2008
2324	72	2015
2325	57	2006
2326	64	2013
2327	47	2002
2328	62	2011
2329	61	2010
2330	55	2004
2331	58	2007
2332	56	2005
2333	50	2003
2334	49	2002
2335	64	2013
2336	65	2014
2337	64	2013
2338	57	2006
2339	62	2011
2340	64	2013
2341	51	2003
2342	65	2014
2343	70	2015
2344	64	2013
2345	47	2002
2346	60	2009
2347	57	2006
2348	64	2013
2349	58	2007
2350	46	2001
2351	71	2015
2352	58	2007
2353	64	2013
2354	65	2014
2355	63	2012
2356	63	2012
2357	60	2009
2358	61	2010
2359	68	2015
2360	60	2009
2361	64	2013
2362	60	2009
2363	56	2005
2364	53	2004
2365	52	2003
2366	68	2015
2367	64	2013
2368	63	2012
2369	63	2012
2370	65	2014
2371	63	2012
2372	62	2011
2373	61	2010
2374	64	2013
2375	65	2014
2376	46	2001
2377	57	2006
2378	48	2002
2379	62	2011
2380	64	2013
2381	66	2015
2382	61	2010
2383	62	2011
2384	57	2006
2385	55	2004
2386	71	2015
2387	60	2009
2388	60	2009
2389	54	2004
2390	64	2013
2391	63	2012
2392	59	2008
2393	71	2015
2394	61	2010
2395	65	2014
2396	58	2007
2397	62	2011
2398	64	2013
2399	60	2009
2400	58	2007
2401	60	2009
2402	59	2008
2403	67	2015
2404	49	2002
2405	64	2013
2406	57	2006
2407	46	2001
2408	59	2008
2409	61	2010
2410	49	2002
2411	58	2007
2412	46	2001
2413	50	2003
2414	62	2011
2415	60	2009
2416	65	2014
2417	47	2002
2418	56	2005
2419	63	2012
2420	61	2010
2421	62	2011
2422	64	2013
2423	56	2005
2424	65	2014
2425	64	2013
2426	56	2005
2427	62	2011
2428	56	2005
2429	64	2013
2430	60	2009
2431	64	2013
2432	61	2010
2433	72	2015
2434	55	2004
2435	60	2009
2436	60	2009
2437	61	2010
2438	54	2004
2439	50	2003
2440	57	2006
2441	62	2011
2442	63	2012
2443	56	2005
2444	65	2014
2445	58	2007
2446	64	2013
2447	57	2006
2448	54	2004
2449	57	2006
2450	64	2013
2451	60	2009
2452	60	2009
2453	65	2014
2454	60	2009
2455	52	2003
2456	56	2005
2457	61	2010
2458	69	2015
2459	53	2004
2460	69	2015
2461	57	2006
2462	48	2002
2463	63	2012
2464	61	2010
2465	70	2015
2466	62	2011
2467	49	2002
2468	61	2010
2469	61	2010
2470	59	2008
2471	65	2014
2472	63	2012
2473	68	2015
2474	57	2006
2475	72	2015
2476	59	2008
2477	68	2015
2478	64	2013
2479	58	2007
2480	46	2001
2481	51	2003
2482	45	2001
2483	56	2005
2484	62	2011
2485	64	2013
2486	59	2008
2487	59	2008
2488	57	2006
2489	61	2010
2490	50	2003
2491	64	2013
2492	61	2010
2493	60	2009
2494	61	2010
2495	63	2012
2496	63	2012
2497	65	2014
2498	56	2005
2499	56	2005
2500	59	2008
2501	56	2005
2502	54	2004
2503	58	2007
2504	48	2002
2505	51	2003
2506	63	2012
2507	65	2014
2508	65	2014
2509	51	2003
2510	60	2009
2511	64	2013
2512	64	2013
2513	58	2007
2514	62	2011
2515	56	2005
2516	62	2011
2517	60	2009
2518	64	2013
2519	65	2014
2520	65	2014
2521	58	2007
2522	63	2012
2523	56	2005
2524	60	2009
2525	63	2012
2526	56	2005
2527	64	2013
2528	47	2002
2529	58	2007
2530	59	2008
2531	63	2012
2532	63	2012
2533	63	2012
2534	64	2013
2535	64	2013
2536	49	2002
2537	56	2005
2538	47	2002
2539	54	2004
2540	47	2002
2541	60	2009
2542	57	2006
2543	56	2005
2544	59	2008
2545	62	2011
2546	48	2002
2547	59	2008
2548	65	2014
2549	65	2014
2550	57	2006
2551	61	2010
2552	55	2004
2553	65	2014
2554	64	2013
2555	64	2013
2556	63	2012
2557	64	2013
2558	48	2002
2559	64	2013
2560	72	2015
2561	52	2003
2562	64	2013
2563	58	2007
2564	66	2015
2565	58	2007
2566	63	2012
2567	63	2012
2568	69	2015
2569	59	2008
2570	60	2009
2571	59	2008
2572	65	2014
2573	61	2010
2574	61	2010
2575	53	2004
2576	63	2012
2577	58	2007
2578	67	2015
2579	67	2015
2580	61	2010
2581	64	2013
2582	58	2007
2583	57	2006
2584	55	2004
2585	62	2011
2586	57	2006
2587	56	2005
2588	58	2007
2589	57	2006
2590	57	2006
2591	45	2001
2592	58	2007
2593	56	2005
2594	61	2010
2595	46	2001
2596	65	2014
2597	57	2006
2598	53	2004
2599	59	2008
2600	52	2003
2601	70	2015
2602	47	2002
2603	47	2002
2604	49	2002
2605	70	2015
2606	62	2011
2607	63	2012
2608	66	2015
2609	63	2012
2610	49	2002
2611	56	2005
2612	62	2011
2613	63	2012
2614	46	2001
2615	56	2005
2616	46	2001
2617	60	2009
2618	63	2012
2619	59	2008
2620	53	2004
2621	53	2004
2622	59	2008
2623	46	2001
2624	64	2013
2625	60	2009
2626	45	2001
2627	58	2007
2628	52	2003
2629	65	2014
2630	57	2006
2631	63	2012
2632	61	2010
2633	64	2013
2634	61	2010
2635	55	2004
2636	64	2013
2637	58	2007
2638	58	2007
2639	63	2012
2640	57	2006
2641	51	2003
2642	56	2005
2643	63	2012
2644	48	2002
2645	65	2014
2646	47	2002
2647	63	2012
2648	62	2011
2649	58	2007
2650	69	2015
2651	58	2007
2652	68	2015
2653	64	2013
2654	62	2011
2655	45	2001
2656	53	2004
2657	62	2011
2658	57	2006
2659	57	2006
2660	62	2011
2661	61	2010
2662	70	2015
2663	64	2013
2664	58	2007
2665	63	2012
2666	61	2010
2667	61	2010
2668	69	2015
2669	61	2010
2670	59	2008
2671	58	2007
2672	52	2003
2673	47	2002
2674	56	2005
2675	65	2014
2676	66	2015
2677	64	2013
2678	63	2012
2679	47	2002
2680	62	2011
2681	65	2014
2682	65	2014
2683	59	2008
2684	59	2008
2685	64	2013
2686	50	2003
2687	63	2012
2688	68	2015
2689	64	2013
2690	64	2013
2691	59	2008
2692	52	2003
2693	64	2013
2694	59	2008
2695	45	2001
2696	58	2007
2697	55	2004
2698	57	2006
2699	54	2004
2700	51	2003
2701	57	2006
2702	63	2012
2703	55	2004
2704	58	2007
2705	57	2006
2706	57	2006
2707	58	2007
2708	65	2014
2709	65	2014
2710	64	2013
2711	56	2005
2712	60	2009
2713	60	2009
2714	59	2008
2715	58	2007
2716	60	2009
2717	53	2004
2718	61	2010
2719	62	2011
2720	65	2014
2721	59	2008
2722	59	2008
2723	60	2009
2724	60	2009
2725	46	2001
2726	53	2004
2727	45	2001
2728	64	2013
2729	56	2005
2730	61	2010
2731	58	2007
2732	51	2003
2733	65	2014
2734	57	2006
2735	60	2009
2736	57	2006
2737	58	2007
2738	60	2009
2739	63	2012
2740	71	2015
2741	65	2014
2742	61	2010
2743	67	2015
2744	64	2013
2745	64	2013
2746	50	2003
2747	56	2005
2748	45	2001
2749	62	2011
2750	46	2001
2751	64	2013
2752	54	2004
2753	64	2013
2754	62	2011
2755	59	2008
2756	61	2010
2757	54	2004
2758	62	2011
2759	63	2012
2760	68	2015
2761	59	2008
2762	63	2012
2763	58	2007
2764	58	2007
2765	65	2014
2766	58	2007
2767	50	2003
2768	60	2009
2769	56	2005
2770	59	2008
2771	57	2006
2772	61	2010
2773	45	2001
2774	59	2008
2775	58	2007
2776	59	2008
2777	53	2004
2778	51	2003
2779	58	2007
2780	51	2003
2781	64	2013
2782	61	2010
2783	65	2014
2784	56	2005
2785	57	2006
2786	47	2002
2787	62	2011
2788	63	2012
2789	50	2003
2790	59	2008
2791	48	2002
2792	68	2015
2793	57	2006
2794	49	2002
2795	47	2002
2796	63	2012
2797	64	2013
2798	49	2002
2799	50	2003
2800	61	2010
2801	64	2013
2802	60	2009
2803	60	2009
2804	58	2007
2805	61	2010
2806	62	2011
2807	59	2008
2808	59	2008
2809	60	2009
2810	48	2002
2811	65	2014
2812	64	2013
2813	57	2006
2814	57	2006
2815	64	2013
2816	65	2014
2817	61	2010
2818	62	2011
2819	64	2013
2820	56	2005
2821	61	2010
2822	64	2013
2823	64	2013
2824	58	2007
2825	59	2008
2826	63	2012
2827	61	2010
2828	63	2012
2829	65	2014
2830	59	2008
2831	48	2002
2832	62	2011
2833	64	2013
2834	65	2014
2835	64	2013
2836	50	2003
2837	58	2007
2838	63	2012
2839	61	2010
2840	58	2007
2841	61	2010
2842	57	2006
2843	59	2008
2844	52	2003
2845	52	2003
2846	64	2013
2847	53	2004
2848	59	2008
2849	57	2006
2850	72	2015
2851	58	2007
2852	59	2008
2853	65	2014
2854	63	2012
2855	54	2004
2856	49	2002
2857	56	2005
2858	45	2001
2859	55	2004
2860	64	2013
2861	59	2008
2862	64	2013
2863	45	2001
2864	64	2013
2865	65	2014
2866	67	2015
2867	65	2014
2868	64	2013
2869	62	2011
2870	55	2004
2871	48	2002
2872	65	2014
2873	57	2006
2874	55	2004
2875	59	2008
2876	67	2015
2877	65	2014
2878	60	2009
2879	57	2006
2880	55	2004
2881	65	2014
2882	61	2010
2883	64	2013
2884	47	2002
2885	62	2011
2886	54	2004
2887	56	2005
2888	60	2009
2889	48	2002
2890	58	2007
2891	62	2011
2892	59	2008
2893	64	2013
2894	62	2011
2895	62	2011
2896	58	2007
2897	63	2012
2898	58	2007
2899	61	2010
2900	65	2014
2901	55	2004
2902	56	2005
2903	59	2008
2904	70	2015
2905	65	2014
2906	51	2003
2907	60	2009
2908	58	2007
2909	57	2006
2910	62	2011
2911	60	2009
2912	65	2014
2913	49	2002
2914	64	2013
2915	61	2010
2916	63	2012
2917	72	2015
2918	71	2015
2919	65	2014
2920	65	2014
2921	64	2013
2922	57	2006
2923	63	2012
2924	68	2015
2925	65	2014
2926	64	2013
2927	50	2003
2928	47	2002
2929	56	2005
2930	60	2009
2931	62	2011
2932	52	2003
2933	62	2011
2934	61	2010
2935	60	2009
2936	48	2002
2937	56	2005
2938	49	2002
2939	64	2013
2940	58	2007
2941	49	2002
2942	65	2014
2943	61	2010
2944	54	2004
2945	53	2004
2946	58	2007
2947	57	2006
2948	62	2011
2949	64	2013
2950	65	2014
2951	64	2013
2952	58	2007
2953	70	2015
2954	61	2010
2955	53	2004
2956	65	2014
2957	50	2003
2958	64	2013
2959	59	2008
2960	56	2005
2961	59	2008
2962	60	2009
2963	58	2007
2964	60	2009
2965	59	2008
2966	65	2014
2967	55	2004
2968	56	2005
2969	65	2014
2970	64	2013
2971	64	2013
2972	65	2014
2973	56	2005
2974	45	2001
2975	57	2006
2976	64	2013
2977	65	2014
2978	56	2005
2979	64	2013
2980	64	2013
2981	71	2015
2982	65	2014
2983	57	2006
2984	65	2014
2985	57	2006
2986	62	2011
2987	50	2003
2988	49	2002
2989	65	2014
2990	58	2007
2991	63	2012
2992	63	2012
2993	62	2011
2994	63	2012
2995	64	2013
2996	52	2003
2997	56	2005
2998	51	2003
2999	64	2013
3000	61	2010
3001	63	2012
3002	65	2014
3003	63	2012
3004	60	2009
3005	65	2014
3006	59	2008
3007	65	2014
3008	65	2014
3009	63	2012
3010	58	2007
3011	66	2015
3012	60	2009
3013	56	2005
3014	60	2009
3015	60	2009
3016	50	2003
3017	57	2006
3018	56	2005
3019	64	2013
3020	65	2014
3021	53	2004
3022	51	2003
3023	54	2004
3024	57	2006
3025	58	2007
3026	55	2004
3027	45	2001
3028	45	2001
3029	60	2009
3030	45	2001
3031	63	2012
3032	61	2010
3033	64	2013
3034	64	2013
3035	60	2009
3036	62	2011
3037	57	2006
3038	57	2006
3039	63	2012
3040	59	2008
3041	61	2010
3042	50	2003
3043	64	2013
3044	56	2005
3045	59	2008
3046	70	2015
3047	47	2002
3048	60	2009
3049	58	2007
3050	61	2010
3051	7	2011
3052	3	2005
3053	7	2011
3054	3	2005
3055	5	2007
3056	3	2005
3057	6	2010
3058	4	2006
3059	3	2005
3060	6	2009
3061	7	2011
3062	6	2010
3063	5	2008
3064	4	2006
3065	6	2010
3066	4	2006
3067	3	2005
3068	4	2006
3069	5	2008
3070	1	2003
3071	5	2008
3072	6	2009
3073	7	2011
3074	5	2007
3075	3	2005
3076	3	2005
3077	3	2005
3078	3	2005
3079	2	2004
3080	7	2011
3081	6	2009
3082	8	2013
3083	5	2007
3084	7	2011
3085	5	2007
3086	2	2004
3087	7	2011
3088	3	2005
3089	6	2009
3090	4	2006
3091	7	2011
3092	2	2004
3093	4	2006
3094	4	2006
3095	6	2009
3096	1	2003
3097	2	2004
3098	2	2004
3099	7	2011
3100	2	2004
3101	5	2007
3102	4	2006
3103	3	2005
3104	6	2009
3105	3	2005
3106	7	2011
3107	1	2003
3108	6	2010
3109	2	2004
3110	3	2005
3111	6	2010
3112	6	2010
3113	5	2008
3114	6	2009
3115	4	2006
3116	1	2003
3117	5	2008
3118	4	2006
3119	5	2007
3120	5	2007
3121	7	2011
3122	2	2004
3123	1	2003
3124	2	2004
3125	8	2012
3126	8	2013
3127	1	2003
3128	4	2006
3129	2	2004
3130	8	2014
3131	5	2008
3132	5	2008
3133	6	2009
3134	1	2003
3135	1	2003
3136	7	2011
3137	5	2008
3138	3	2005
3139	3	2005
3140	8	2012
3141	1	2003
3142	4	2006
3143	2	2004
3144	4	2006
3145	8	2012
3146	1	2003
3147	3	2005
3148	4	2006
3149	8	2014
3150	3	2005
3151	8	2014
3152	1	2003
3153	3	2005
3154	4	2006
3155	1	2003
3156	1	2003
3157	3	2005
3158	7	2011
3159	1	2003
3160	2	2004
3161	6	2010
3162	2	2004
3163	7	2011
3164	4	2006
3165	5	2008
3166	3	2005
3167	2	2004
3168	3	2005
3169	4	2006
3170	5	2007
3171	7	2011
3172	6	2009
3173	6	2010
3174	2	2004
3175	1	2003
3176	1	2003
3177	5	2008
3178	8	2012
3179	2	2004
3180	6	2010
3181	2	2004
3182	2	2004
3183	4	2006
3184	6	2010
3185	6	2009
3186	5	2007
3187	4	2006
3188	7	2011
3189	2	2004
3190	1	2003
3191	8	2014
3192	2	2004
3193	4	2006
3194	7	2011
3195	8	2012
3196	1	2003
3197	6	2009
3198	8	2013
3199	1	2003
3200	4	2006
3201	3	2005
3202	2	2004
3203	3	2005
3204	5	2007
3205	4	2006
3206	8	2013
3207	1	2003
3208	2	2004
3209	1	2003
3210	1	2003
3211	3	2005
3212	24	2008
3213	27	2011
3214	18	2002
3215	19	2003
3216	14	1998
3217	20	2004
3218	24	2008
3219	29	2013
3220	21	2005
3221	37	2014
3222	15	1999
3223	29	2013
3224	36	2014
3225	26	2010
3226	21	2005
3227	13	1998
3228	17	2000
3229	28	2012
3230	29	2013
3231	27	2011
3232	29	2013
3233	27	2011
3234	17	2001
3235	37	2014
3236	8	1992
3237	32	2014
3238	20	2004
3239	28	2012
3240	36	2014
3241	25	2009
3242	11	1995
3243	37	2014
3244	11	1995
3245	26	2010
3246	28	2012
3247	20	2004
3248	28	2012
3249	28	2012
3250	16	2000
3251	25	2009
3252	24	2008
3253	22	2006
3254	22	2006
3255	36	2014
3256	24	2008
3257	20	2004
3258	28	2012
3259	14	1998
3260	26	2010
3261	25	2009
3262	29	2013
3263	23	2007
3264	23	2007
3265	14	1998
3266	21	2005
3267	21	2005
3268	28	2012
3269	10	1994
3270	20	2004
3271	23	2007
3272	23	2007
3273	26	2010
3274	24	2008
3275	21	2005
3276	28	2012
3277	28	2012
3278	18	2001
3279	21	2005
3280	13	1998
3281	22	2006
3282	26	2010
3283	8	1992
3284	17	2000
3285	13	1998
3286	29	2013
3287	29	2013
3288	20	2004
3289	20	2004
3290	19	2003
3291	34	2014
3292	17	2001
3293	19	2003
3294	17	2001
3295	27	2011
3296	19	2003
3297	25	2009
3298	29	2013
3299	23	2007
3300	16	2000
3301	23	2007
3302	24	2008
3303	18	2001
3304	22	2006
3305	22	2006
3306	10	1994
3307	19	2003
3308	20	2004
3309	37	2014
3310	20	2004
3311	19	2003
3312	13	1997
3313	29	2013
3314	23	2007
3315	21	2005
3316	21	2005
3317	29	2013
3318	27	2011
3319	20	2004
3320	17	2001
3321	20	2004
3322	33	2014
3323	16	1999
3324	15	1999
3325	26	2010
3326	29	2013
3327	10	1994
3328	25	2009
3329	15	1999
3330	24	2008
3331	11	1995
3332	18	2002
3333	16	1999
3334	30	2014
3335	15	1999
3336	37	2014
3337	35	2014
3338	38	2014
3339	24	2008
3340	31	2014
3341	13	1997
3342	29	2013
3343	29	2013
3344	17	2001
3345	29	2013
3346	13	1998
3347	37	2014
3348	15	1999
3349	26	2010
3350	12	1997
3351	17	2001
3352	21	2005
3353	19	2003
3354	21	2005
3355	22	2006
3356	39	2014
3357	24	2008
3358	37	2014
3359	17	2001
3360	31	2014
3361	27	2011
3362	26	2010
3363	12	1996
3364	25	2009
3365	18	2002
3366	28	2012
3367	22	2006
3368	21	2005
3369	35	2014
3370	24	2008
3371	29	2013
3372	37	2014
3373	26	2010
3374	23	2007
3375	22	2006
3376	24	2008
3377	17	2001
3378	31	2014
3379	28	2012
3380	17	2000
3381	21	2005
3382	29	2013
3383	10	1994
3384	28	2012
3385	11	1995
3386	36	2014
3387	17	2001
3388	21	2005
3389	21	2005
3390	31	2014
3391	20	2004
3392	13	1998
3393	28	2012
3394	29	2013
3395	23	2007
3396	37	2014
3397	28	2012
3398	18	2002
3399	26	2010
3400	36	2014
3401	21	2005
3402	19	2003
3403	37	2014
3404	21	2005
3405	16	2000
3406	26	2010
3407	11	1995
3408	15	1999
3409	23	2007
3410	19	2003
3411	14	1998
3412	21	2005
3413	27	2011
3414	29	2013
3415	30	2014
3416	15	1999
3417	27	2011
3418	32	2014
3419	28	2012
3420	23	2007
3421	17	2001
3422	27	2011
3423	27	2011
3424	30	2014
3425	29	2013
3426	21	2005
3427	28	2012
3428	32	2014
3429	13	1998
3430	10	1994
3431	25	2009
3432	16	2000
3433	26	2010
3434	22	2006
3435	17	2001
3436	19	2003
3437	19	2003
3438	10	1994
3439	18	2002
3440	29	2013
3441	12	1996
3442	18	2002
3443	11	1995
3444	8	1992
3445	31	2014
3446	14	1998
3447	17	2001
3448	21	2005
3449	29	2013
3450	36	2014
3451	16	1999
3452	12	1996
3453	29	2013
3454	39	2014
3455	26	2010
3456	29	2013
3457	21	2005
3458	28	2012
3459	10	1994
3460	22	2006
3461	20	2004
3462	26	2010
3463	25	2009
3464	22	2006
3465	38	2014
3466	28	2012
3467	16	1999
3468	15	1999
3469	37	2014
3470	30	2014
3471	27	2011
3472	39	2014
3473	19	2003
3474	21	2005
3475	29	2013
3476	20	2004
3477	13	1997
3478	21	2005
3479	10	1994
3480	27	2011
3481	20	2004
3482	21	2005
3483	26	2010
3484	8	1992
3485	24	2008
3486	30	2014
3487	12	1997
3488	39	2014
3489	29	2013
3490	25	2009
3491	41	2014
3492	14	1998
3493	12	1996
3494	15	1999
3495	21	2005
3496	17	2001
3497	12	1997
3498	32	2014
3499	22	2006
3500	26	2010
3501	41	2014
3502	38	2014
3503	21	2005
3504	14	1998
3505	27	2011
3506	21	2005
3507	27	2011
3508	22	2006
3509	12	1997
3510	26	2010
3511	22	2006
3512	21	2005
3513	23	2007
3514	10	1994
3515	23	2007
3516	19	2003
3517	15	1999
3518	10	1994
3519	18	2002
3520	11	1995
3521	29	2013
3522	36	2014
3523	23	2007
3524	29	2013
3525	13	1997
3526	19	2003
3527	20	2004
3528	25	2009
3529	19	2003
3530	16	2000
3531	27	2011
3532	14	1998
3533	27	2011
3534	27	2011
3535	29	2013
3536	26	2010
3537	28	2012
3538	29	2013
3539	12	1997
3540	25	2009
3541	28	2012
3542	18	2002
3543	39	2014
3544	26	2010
3545	12	1996
3546	20	2004
3547	29	2013
3548	36	2014
3549	25	2009
3550	21	2005
3551	21	2005
3552	19	2003
3553	26	2010
3554	29	2013
3555	37	2014
3556	23	2007
3557	29	2013
3558	11	1995
3559	26	2010
3560	8	1992
3561	28	2012
3562	8	1992
3563	24	2008
3564	26	2010
3565	10	1994
3566	17	2001
3567	29	2013
3568	21	2005
3569	12	2015
3570	26	2010
3571	30	2014
3572	21	2005
3573	15	1999
3574	24	2008
3575	29	2013
3576	14	1998
3577	14	1998
3578	28	2012
3579	20	2004
3580	12	2015
3581	10	1994
