articleId;title;pages;volumeNumber
1;Hardness of equivalence checking for composed finite-state systems.;169-191;46
1;Acceptable Functional Programming Systems.;67-98;23
1;Preference rankings in the face of uncertainty.;211-231;39
1;A word on 7 letters which is non-repetitive up to mod 5.;451-468;39
1;Truly Prefix-Correct Chain-Free ;499-536;22
1;Some Efficient Computational Algorithms Related to Phase Models.;157-177;27
1;Axiomatic Approach to Side Effects and General Jumps.;357-360;7
1;From ATP to Timed Graphs and Hybrid Systems.;181-202;30
1;On the Recognition of Permuted Supnick and Incomplete Monge Matrices.;559-569;33
1;Tree-systems of morphisms.;131-153;38
1;First-order logics: some characterizations and closure properties.;225-248;49
1;Non uniform random generation of generalized Motzkin paths.;603-616;42
1;Parallel Tree Contraction and Prefix Computations on a Large Family of Interconnection Topologies.;145-153;32
1;Developmental Systems with Locally Catenative Formulas;214-248;2
1;Self-stabilizing group communication in directed networks.;609-636;40
1;Connectivity of workflow nets: the foundations of stepwise verification.;213-242;48
1;Trajectory-based codes.;491-527;40
1;LAR: A Logic of Algorithmic Reasoning.;243-266;8
1;Synthesized and Inherited Functions. A new Computational Model for Syntax-Directed Semantic.;431-477;31
1;On Proving that Certain Languages are not ETOL.;407-415;6
1;Concurrent Algorithms for Root Searching.;361-376;18
1;Stochastic game logic.;203-224;49
1;Worst-Case Analysis for Region and Partial Region Searches in Multidimensional Binary Search Trees and Balanced Quad Trees.;23-29;9
1;Ambiguity and Precedence in Syntax Description.;183-192;4
1;Maintaining Order in a Generalized Linked List.;101-112;21
1;Verification of Programs with Procedure-Type Parameter.;149-169;18
1;The Design of a Portable Programming Language.;157-167;10
1;Merging Sorted Runs Using Large Main Memory.;195-215;27
1;Strongest Invariant Functions: Their Use in the Systematic Analysis of While Statements.;47-66;22
1;On Finite Automata with Limited Nondeterminism.;595-624;35
1;Correctness of dataflow and systolic algorithms using algebras of streams.;45-88;38
1;Space Sweep Solves Intersection of Convex Polyhedra.;501-519;21
1;Task Allocation in Fault-Tolerant Distributed Systems.;261-281;20
1;Resolution on Formula-Trees.;425-438;25
1;Minimal Huffman Trees.;721-734;36
1;Combinator-Based Compilation of Recursive Functions with Different Parameter Passing Modes.;653-678;24
1;On the Implementation of Strassen's Fast Multiplication Algorithm.;341-355;6
1;Single Machine Flow-Time Scheduling with Scheduled Maintenance.;375-382;29
1;Infinitary rewriting: closure operators, equivalences and models.;123-156;50
1;On Alternation.;243-255;14
1;A Network for the Detection of Words in Continuous Speech.;431-448;18
1;Constructing LR Parsers for Regular Right Part Grammars.;177-193;11
1;Exploiting a hypergraph model for finding Golomb rulers.;449-471;51
1;Fair sticker languages.;213-225;37
1;Descriptively Complete Process Logic.;359-369;14
1;Predicate-Transformer Semantics of General Recursion.;309-332;26
1;Symbolic models for control systems.;477-500;43
1;Locations Considered Unnecessary.;221-242;8
1;Interactaive Graphics on Intelligent Terminals in a Time-Sharing Environment.;257-271;5
1;"A ""Yo-Yo"" Parsing Algorithm for a Large Class of van Wijngaarden Grammars.";461-481;29
1;Distributed synthesis for regular and contextfree specifications.;221-260;51
1;Decision Problems for Finite Special String-Rewriting Systems that are Confluent on Some Congruence Class.;477-510;28
1;Delay and energy efficiency analysis of multicast cooperative ARQ over wireless networks.;51-60;51
1;On the Lengths of Values in a Finite Transducer.;663-687;29
1;Effective Construction of the Syntactic Algebra of a Recognizable Series on Trees.;351-363;28
1;Querying Datalog Programs with Temporal Logic.;679-700;30
1;Grundlagen einer Theorie der Datenstrukturen und Zugriffssysteme. Teil I: Datenstrukturen und Schemata.;201-211;4
1;Periods in Extensions of Words.;165-171;43
1;A Fully Abstract Semantics for Causality in the \pi-Calculus.;353-400;35
1;A Practical General Method for Constructing LR(k) Parsers.;249-268;7
1;Hybrid networks of evolutionary processors are computationally complete.;257-272;41
1;Berechnung und Programm. I.;320-335;1
1;Optimal Merging of 2 Elements with n Elements.;145-158;1
1;Short Resolution Proofs for a Sequence of Tricky Formulas.;277-280;33
1;Relational Level Data Structures for Programming Languages;293-309;2
1;Deep pushdown automata.;541-552;42
1;Distributed Consensus, revisited.;377-425;44
1;On Computing the Transitive Closure of a Relation.;303-314;8
1;A General Proof Rule for Procedures in Predicate Transformer Semantics.;301-313;20
1;An Experimentally Validated Model of the Paging Drum.;103-117;11
1;Inherently Nonplanar Automata.;89-94;6
1;Packing rectangles in a strip.;673-693;38
1;Throughput analysis in wireless networks with multiple users and multiple channels.;147-164;43
1;A Unified Approach to the Generation and the Acception of Formal Languages.;377-390;9
1;A Theory of Interactive Programming.;1-20;17
1;A 2.5;229-240;22
1;A Characterization of Systolic Binary Tree Automata and Applications.;193-207;21
1;Conceptual Classes and System Classes in Object Databases.;181-210;35
1;Decidable Properties of Monadic Recursive Schemas With a Depth Parameter.;277-310;22
1;Data Refinement and Algebraic Structure.;693-719;36
1;Procédures de reprise dans les systèmes de gestion de base de données réparties.;305-340;11
1;A Model of a Virtual Memory System.;365-386;6
1;Class Hierarchy Specialization.;927-982;36
1;Program Proving: Coroutines.;50-63;2
1;Converting Untyped Formulas to Typed Ones.;637-643;35
1;Sequential and Jumping Machines and their Relation to Computers;162-171;2
1;A Characterization of Database Graphs Admitting a Simple Locking Protocol.;1-13;16
1;Some Modified Algorithms for Dijkstra's Longest Upsequence Problem.;1-15;18
1;Congruences et Automorphismes des Automates Finis.;159-172;1
1;Familles de langages translatables et fermées par crochet;383-393;2
1;Partage de tâches entre processeurs homogenes.;449-466;18
1;A Model of the Dynamic Behavior of B-Trees.;41-59;27
1;Correction to Null Values in Nested Relational Databases by Mark A. Roth, H. F. Korth, and A. Silberschatz.;603-605;28
1;A Method for Transforming Grammars into LL(k) Form.;339-369;12
1;Equilibria for two parallel links: the strong price of anarchy versus the price of anarchy.;375-389;47
1;A comprehensive database schema integration method based on the theory of formal concepts.;475-524;41
1;The time complexity of typechecking tree-walking tree transducers.;139-154;46
1;General Predicate Transformer and the Semantics of a Programming Language With Go To Statement.;35-57;20
1;Application of Regular Canonical Systems to Grammars Translatable from Left to Right.;111-114;1
1;Eigenschaften der von linearen Automaten erkennbaren Worte.;365-383;3
1;Optimal Scheduling for Two-Processor Systems.;200-213;1
1;Automatic Program Verification I: A Logical Basis and its Implementation.;145-182;4
1;A Family of NP-Complete Data Aggregation Problems.;485-499;26
1;Accepting Zeno words: a way toward timed refinements.;45-81;37
1;Approximate Analysis of Exponential Queueing Systems with Blocking.;19-66;15
1;Linear Regular Sets.;203-208;10
1;Parsing Extended ;115-127;15
1;On the Expected Height of Fringe-Balanced Trees.;459-466;30
1;A Fine-Grained Data-Flow Analysis Framework.;653-665;34
1;"Remarks on ""Some Comments on Concurrent Readers and Writers"" by Reidar Conradi.";57-60;11
1;Bounded Delay for a Free Address.;233-254;33
1;Avoiding cross-bifix-free binary words.;157-173;50
1;On the Algebraic Specification of Infinite Objects - Ordered and Continuous Models of Algebraic Types.;537-578;22
1;A Hierarchy of Uniquely Parsable Grammar Classes and Deterministic Acceptors.;389-410;34
1;The SB-Tree: An Index-Sequential Structure for High-Performance Sequential Access.;241-265;29
1;Relational Heuristics for the Design of Deterministic Programs.;239-276;24
1;Dynamic Multi-Dimensional Data Structures Based on Quad- and ;267-285;17
1;On a Gauntlet Thrown by David Gries.;357-359;6
1;The Universe Problem for Unrestricted Flow Languages.;85-96;19
1;The Expected Additive Weight of Trees.;711-740;26
1;Information Management in Context Trees.;85-94;10
1;Vector assignment schemes for asymmetric settings.;501-514;42
1;Automatic Analysis of Inflectional Morphems in German Nouns.;360-374;1
1;A Direct Complement Construction for LR(1) Grammars.;781-797;33
1;Using the Causal Domain to Specify and verify Distributed Programs.;667-686;34
1;A Formal Semantics for Concurrent Systems with a Priority Relation.;33-55;24
1;The Stability Problem of Broadcast Packet Switching Computer Networks.;49-53;4
1;Resolution of Ambiguity in Parsing.;387-395;6
1;Algebraic Correctness Proofs for Compiling Recursive Function Definitions with Strictness Information.;1-43;43
1;Symmetry and partial order reduction techniques in model checking Rebeca.;33-66;47
1;Optimal Disk Merge Patterns.;25-35;3
1;Infinitary Parallelism without Unbounded Nondeterminism in CSP.;467-487;30
1;Files d'attente exponentielles ayant des parametres non-stationnaires dans le temps.;177-192;23
1;Concurrent Search and Insertion in 2-3 Trees.;63-86;14
1;An Abstract Data Type for Name Analysis.;539-558;28
1;pi-calculus with noisy channels.;525-593;41
1;Using transition set sequences to partition behaviors of petri nets.;15-28;49
1;Ramsey Numbers and an Approximation Algorithm for the Vertex Cover Problem.;115-123;22
1;Small universal accepting hybrid networks of evolutionary processors.;133-146;47
1;Stable Duplicate-Key Extraction with Optimal Time and Space Bounds.;473-484;26
1;An Efficient General Iterative Algorithm for Dataflow Analysis.;679-694;24
1;Amounts of Nondeterminism in Finite Automata.;199-204;13
1;The Report on the Standard Hardware Representation for ALGOL 68.;105-119;9
1;The Semigroups of Linearly Realizable Finite Automata I.;341-367;10
1;Incremental LR Parers.;307-321;10
1;An algorithmic study of switch graphs.;295-312;49
1;Semi-synchronous transductions.;29-42;46
1;On the Cost-Effectiveness of PRAMs.;463-487;36
1;Branching Processes of Petri Nets.;575-591;28
1;Distances in random digital search trees.;243-264;43
1;safeDpi: a language for controlling mobile code.;227-290;42
1;Scheduling with Slack Time.;31-41;17
1;The Average Number of Registers Needed to Evaluate a Binary Tree Optimally.;363-372;11
1;Axiomatizing the Algebra of Net Computations and Processes.;641-667;33
1;RETRPROV, A System that Looks for Axioms.;759-780;33
1;"A functional approach for temporal ^f215; modal logics.";71-96;39
1;Picture deformation.;1-31;45
1;Binary Search Trees of Almost Optimal Height.;165-178;28
1;On the Finite Degree of Ambiguity of Finite Tree Automata.;527-542;26
1;Solving fSAT using vertex covers.;509-523;44
1;Iterative Arrays with Direct Central Control.;177-192;8
1;An exact subexponential-time lattice algorithm for Asian options.;23-39;44
1;An Easily Testable Optimal-Time VLSI-Multiplier.;363-380;24
1;Critical Comments on the Programming Language Pascal.;47-57;3
1;Incremental Evaluation for Attribute Grammars with Unrestricted Movement Between Tree Modifications.;155-178;25
1;Remarks on R. D. Tennent's Language Design Methods Based on Semantic Principles: Algol 68, A Language Designed Using Semantic Principles.;83-98;15
1;Minimale und m-minimale Variablenmengen für partielle Boole'sche Funktionen;172-179;2
1;Schnelle Berechnung von Kettenbruchentwicklungen.;139-144;1
1;Regular autodense languages.;467-477;45
1;Sound and Complete Hoare-like Calculi Based on Copy Rules.;161-197;16
1;Elementary Transition Systems and Refinement.;555-578;29
1;The Network Complexity and the Turing Machine Complexity of Finite Functions.;95-107;7
1;Inference rules for proving the equivalence of recursive procedures.;403-439;45
1;The Semigroups of Linearly Realizable Finite Automata II.;369-390;10
1;Providing view synchrony for group communication services.;159-210;40
1;Receptive Process Theory.;17-31;29
1;Letter from the Managing Editor.;1-2;52
1;Addenda and Corrigenda: Formal Semantics of a Class of High-Level Primitives for Coordinating Concurrent Processes;325;7
1;Charting the completeness frontier of inference systems for multivalued dependencies.;565-591;45
1;On-Way Multihead Deterministic Finite Automata.;377-384;19
1;The Expected Behaviour of B+-Trees.;439-471;26
1;Refinement of actions and equivalence notions for concurrent systems.;229-327;37
1;Precedence Technique is not Worse than SLR(1).;361-392;23
1;Standard Model Semantics for DSL A Data Type Specification Language.;97-113;19
1;Step Failures Semantics and a Complete Proof System.;125-156;27
1;MOMI: a calculus for mobile mixins.;143-190;42
1;Deleting the Root of a Heap.;245-265;17
1;Polytime Model Checking for Timed Probabilistic Computation Tree Logic.;645-664;35
1;A Sound and Relatively * Complete Hoare-Logic for a Language With Higher Type Procedures.;59-101;20
1;Forgetting Automata and Context-Free Languages.;409-420;33
1;A life dedicated to informatics: an obituary for Prof. Friedrich L. Bauer.;299-301;52
1;Rational Index of Vector Addition Systems Languages.;503-525;26
1;Node Flows in Graphs with Conservative Flow.;37-41;3
